policy_id,partner_id,product_id,inception_date,date_of_birth,gender,province,cover_amount,monthly_premium,policy_status,termination_date,source_file,load_timestamp
POL001226,PART004,PRD008,2026-03-13,1968-03-13,F,KwaZulu-Natal,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001227,PART002,PRD003,2025-12-04,1963-12-04,F,Eastern Cape,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001228,PART002,PRD003,2025-11-11,1974-11-11,M,North West,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001229,PART004,PRD007,2025-12-12,1996-12-12,F,North West,53400.0,261.66,Active,,policies.csv,2026-09-03 13:30:17
POL001230,PART001,PRD001,2025-08-04,2001-08-04,F,Mpumalanga,20100.0,96.48,Active,,policies.csv,2026-09-03 13:30:17
POL001231,PART002,PRD003,2026-01-17,1977-01-17,F,North West,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001232,PART005,PRD010,2026-02-25,1979-02-25,F,Western Cape,203100.0,710.85,Active,,policies.csv,2026-09-03 13:30:17
POL001233,PART005,PRD009,2026-02-19,2000-02-19,M,Gauteng,87600.0,367.92,Active,,policies.csv,2026-09-03 13:30:17
POL001234,PART001,PRD001,2026-03-29,1989-03-29,M,Gauteng,46300.0,222.24,Active,,policies.csv,2026-09-03 13:30:17
POL001235,PART003,PRD006,2025-10-28,1994-10-28,F,North West,165000.0,1089.0,Active,,policies.csv,2026-09-03 13:30:17
POL001236,PART005,PRD009,2026-02-23,1971-02-23,M,Western Cape,174600.0,733.32,Cancelled,2026-06-23,policies.csv,2026-09-03 13:30:17
POL001237,PART005,PRD009,2025-11-09,1990-11-09,M,Mpumalanga,286300.0,1202.46,Active,,policies.csv,2026-09-03 13:30:17
POL001238,PART001,PRD001,2025-09-25,1987-09-25,F,KwaZulu-Natal,32700.0,156.96,Active,,policies.csv,2026-09-03 13:30:17
POL001239,PART005,PRD009,2026-04-09,1995-04-09,M,Gauteng,253700.0,1065.54,Active,,policies.csv,2026-09-03 13:30:17
POL001240,PART004,PRD008,2026-03-11,1965-03-11,M,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001241,PART004,PRD007,2026-04-19,1962-04-19,F,Gauteng,164600.0,806.54,Active,,policies.csv,2026-09-03 13:30:17
POL001242,PART002,PRD003,2025-07-18,1987-07-18,M,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001243,PART001,PRD002,2026-03-20,1985-03-20,M,Eastern Cape,124700.0,773.14,Active,,policies.csv,2026-09-03 13:30:17
POL001244,PART002,PRD003,2025-07-12,1968-07-12,F,Western Cape,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL001245,PART001,PRD001,2025-11-10,1971-11-10,F,Western Cape,47200.0,226.56,Lapsed,2026-02-10,policies.csv,2026-09-03 13:30:17
POL001246,PART003,PRD005,2026-04-24,2002-04-24,F,Free State,56500.0,310.75,Active,,policies.csv,2026-09-03 13:30:17
POL001247,PART001,PRD002,2025-11-21,2003-11-21,M,KwaZulu-Natal,41400.0,256.68,Active,,policies.csv,2026-09-03 13:30:17
POL001248,PART001,PRD002,2025-07-02,1974-07-02,F,Western Cape,97200.0,602.64,Lapsed,2026-01-02,policies.csv,2026-09-03 13:30:17
POL001249,PART004,PRD008,2025-09-28,1963-09-28,M,Gauteng,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL001250,PART001,PRD002,2026-01-27,1986-01-27,M,Western Cape,84000.0,520.8,Lapsed,2026-06-27,policies.csv,2026-09-03 13:30:17
POL001251,PART001,PRD002,2025-09-26,1963-09-26,F,Mpumalanga,128300.0,795.46,Active,,policies.csv,2026-09-03 13:30:17
POL001252,PART005,PRD009,2025-11-22,2001-11-22,F,Gauteng,235400.0,988.68,Lapsed,2026-05-22,policies.csv,2026-09-03 13:30:17
POL001253,PART002,PRD004,2025-07-24,1999-07-24,M,Gauteng,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL001254,PART001,PRD001,2026-01-07,1966-01-07,M,Mpumalanga,22300.0,107.04,Active,,policies.csv,2026-09-03 13:30:17
POL001255,PART001,PRD002,2026-03-19,1965-03-19,M,Gauteng,104800.0,649.76,Active,,policies.csv,2026-09-03 13:30:17
POL001256,PART003,PRD006,2025-07-06,1971-07-06,F,Gauteng,58900.0,388.74,Lapsed,2025-12-06,policies.csv,2026-09-03 13:30:17
POL001257,PART002,PRD003,2025-07-18,1976-07-18,F,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001258,PART002,PRD003,2025-12-08,2000-12-08,F,Western Cape,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001259,PART002,PRD004,2025-07-04,1980-07-04,M,Mpumalanga,25000.0,37.25,Lapsed,2026-02-04,policies.csv,2026-09-03 13:30:17
POL001260,PART002,PRD004,2025-12-02,1998-12-02,M,Limpopo,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001261,PART002,PRD999,2025-09-01,1963-09-01,F,Limpopo,75000.0,111.75,Cancelled,2026-03-01,policies.csv,2026-09-03 13:30:17
POL001262,PART005,PRD009,2026-02-05,1988-02-05,M,KwaZulu-Natal,178000.0,747.6,Active,,policies.csv,2026-09-03 13:30:17
POL001263,PART003,PRD005,2026-03-04,1999-03-04,F,Gauteng,47800.0,262.9,Active,,policies.csv,2026-09-03 13:30:17
POL001264,PART004,PRD007,2026-01-24,2000-01-24,F,Gauteng,194700.0,954.03,Active,,policies.csv,2026-09-03 13:30:17
POL001265,PART003,PRD005,2025-11-16,2000-11-16,F,Free State,57500.0,316.25,Active,,policies.csv,2026-09-03 13:30:17
POL001266,PART002,PRD003,2025-08-16,1977-08-16,M,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001267,PART004,PRD007,2025-12-18,2002-12-18,M,Western Cape,129500.0,634.55,Active,,policies.csv,2026-09-03 13:30:17
POL001268,PART004,PRD007,2025-08-02,2004-08-02,M,Gauteng,68800.0,337.12,Lapsed,2026-03-02,policies.csv,2026-09-03 13:30:17
POL001269,PART002,PRD004,2026-04-13,2006-04-13,F,Limpopo,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001270,PART004,PRD007,2025-09-30,2005-09-30,F,KwaZulu-Natal,95000.0,465.5,Active,,policies.csv,2026-09-03 13:30:17
POL001271,PART001,PRD001,2025-07-19,1993-07-19,M,Eastern Cape,50800.0,243.84,Lapsed,2026-02-19,policies.csv,2026-09-03 13:30:17
POL001272,PART004,PRD007,2025-12-26,1997-12-26,F,Western Cape,190400.0,932.96,Active,,policies.csv,2026-09-03 13:30:17
POL001273,PART004,PRD008,2026-03-16,1974-03-16,F,Limpopo,75000.0,119.0,Cancelled,2026-06-16,policies.csv,2026-09-03 13:30:17
POL001274,PART001,PRD002,2025-11-19,1982-11-19,M,Mpumalanga,149300.0,925.66,Active,,policies.csv,2026-09-03 13:30:17
POL001275,PART004,PRD008,2026-03-03,1983-03-03,M,Western Cape,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001276,PART001,PRD002,2026-03-25,1989-03-25,M,Gauteng,137200.0,850.64,Active,,policies.csv,2026-09-03 13:30:17
POL001277,PART002,PRD003,2026-02-03,1994-02-03,M,North West,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001278,PART002,PRD003,2026-04-21,2005-04-21,M,North West,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001279,PART005,PRD009,2025-11-15,1966-11-15,F,Eastern Cape,80100.0,336.42,Active,,policies.csv,2026-09-03 13:30:17
POL001280,PART001,PRD001,2025-07-23,2000-07-23,F,Gauteng,72100.0,346.08,Active,,policies.csv,2026-09-03 13:30:17
POL001281,PART004,PRD008,2026-01-09,1987-01-09,F,KwaZulu-Natal,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001282,PART002,PRD004,2025-08-03,1992-08-03,M,KwaZulu-Natal,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL001283,PART004,PRD007,2025-12-08,2000-12-08,F,Western Cape,158300.0,775.67,Active,,policies.csv,2026-09-03 13:30:17
POL001284,PART005,PRD009,2026-04-05,1986-04-05,F,North West,227600.0,955.92,Active,,policies.csv,2026-09-03 13:30:17
POL001285,PART005,PRD010,2026-03-28,1993-03-28,F,KwaZulu-Natal,105100.0,367.85,Active,,policies.csv,2026-09-03 13:30:17
POL001286,PART004,PRD008,2025-07-20,1964-07-20,F,KwaZulu-Natal,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001287,PART005,PRD009,2026-04-24,1991-04-24,F,Gauteng,277500.0,1165.5,Active,,policies.csv,2026-09-03 13:30:17
POL001288,PART002,PRD003,2025-07-09,1978-07-09,M,Gauteng,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001289,PART003,PRD006,2026-03-11,1992-03-11,M,Gauteng,175500.0,1158.3,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001290,PART004,PRD008,2025-07-28,1968-07-28,F,Western Cape,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL001291,PART004,PRD007,2025-10-25,1982-10-25,M,Gauteng,173200.0,848.68,Active,,policies.csv,2026-09-03 13:30:17
POL001292,PART001,PRD002,2026-02-27,1994-02-27,F,Gauteng,97200.0,602.64,Active,,policies.csv,2026-09-03 13:30:17
POL001293,PART004,PRD008,2026-04-09,1988-04-09,M,KwaZulu-Natal,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL001294,PART005,PRD010,2026-02-08,1992-02-08,F,Western Cape,149800.0,524.3,Active,,policies.csv,2026-09-03 13:30:17
POL001295,PART005,PRD009,2026-04-11,1983-04-11,M,Gauteng,165800.0,696.36,Active,,policies.csv,2026-09-03 13:30:17
POL001296,PART001,PRD002,2025-08-21,1978-08-21,M,North West,111800.0,693.16,Active,,policies.csv,2026-09-03 13:30:17
POL001297,PART001,PRD001,2026-04-13,1999-04-13,F,Western Cape,56400.0,270.72,Active,,policies.csv,2026-09-03 13:30:17
POL001298,PART001,PRD002,2026-01-13,2003-01-13,M,Western Cape,111500.0,691.3,Active,,policies.csv,2026-09-03 13:30:17
POL001299,PART001,PRD002,2025-09-29,1987-09-29,M,KwaZulu-Natal,121300.0,752.06,Active,,policies.csv,2026-09-03 13:30:17
POL001300,PART002,PRD003,2025-07-30,1988-07-30,F,KwaZulu-Natal,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001301,PART005,PRD009,2026-04-06,1962-04-06,M,Gauteng,137200.0,576.24,Active,,policies.csv,2026-09-03 13:30:17
POL001302,PART002,PRD003,2026-01-25,1986-01-25,F,Western Cape,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001303,PART003,PRD006,2025-11-19,1972-11-19,M,Western Cape,152400.0,1005.84,Active,,policies.csv,2026-09-03 13:30:17
POL001304,PART004,PRD007,2025-08-05,1981-08-05,M,Limpopo,119700.0,586.53,Active,,policies.csv,2026-09-03 13:30:17
POL001305,PART002,PRD004,2026-02-15,1996-02-15,M,Gauteng,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001306,PART004,PRD008,2025-08-04,1982-08-04,F,Gauteng,100000.0,158.67,Lapsed,2026-02-04,policies.csv,2026-09-03 13:30:17
POL001307,PART004,PRD007,2026-01-15,1965-01-15,M,Mpumalanga,88800.0,435.12,Active,,policies.csv,2026-09-03 13:30:17
POL001308,PART004,PRD007,2025-11-03,2005-11-03,F,Western Cape,55100.0,269.99,Active,,policies.csv,2026-09-03 13:30:17
POL001309,PART003,PRD005,2026-02-25,1988-02-25,F,Gauteng,79400.0,436.7,Active,,policies.csv,2026-09-03 13:30:17
POL001310,PART003,PRD005,2025-10-31,1961-10-31,F,Gauteng,79800.0,438.9,Active,,policies.csv,2026-09-03 13:30:17
POL001311,PART001,PRD002,2025-10-17,1997-10-17,M,Gauteng,119400.0,740.28,Lapsed,2026-03-17,policies.csv,2026-09-03 13:30:17
POL001312,PART002,PRD004,2026-04-02,1979-04-02,F,Limpopo,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001313,PART002,PRD004,2025-10-05,2004-10-05,M,KwaZulu-Natal,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001314,PART001,PRD001,2025-09-13,1984-09-13,F,Eastern Cape,73000.0,350.4,Lapsed,2026-05-13,policies.csv,2026-09-03 13:30:17
POL001315,PART002,PRD003,2026-04-20,1998-04-20,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001316,PART002,PRD004,2025-10-28,1989-10-28,M,Gauteng,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL001317,PART003,PRD005,2025-11-12,2005-11-12,F,Limpopo,87800.0,482.9,Active,,policies.csv,2026-09-03 13:30:17
POL001318,PART001,PRD002,2025-12-29,1991-12-29,F,Western Cape,73100.0,453.22,Active,,policies.csv,2026-09-03 13:30:17
POL001319,PART004,PRD007,2025-10-31,1966-10-31,F,Gauteng,91900.0,450.31,Active,,policies.csv,2026-09-03 13:30:17
POL001320,PART003,PRD005,2025-07-14,2000-07-14,M,Western Cape,52300.0,287.65,Active,,policies.csv,2026-09-03 13:30:17
POL001321,PART005,PRD009,2025-07-06,1982-07-06,F,Gauteng,170200.0,714.84,Active,,policies.csv,2026-09-03 13:30:17
POL001322,PART001,PRD002,2025-12-09,1978-12-09,M,Limpopo,130600.0,809.72,Active,,policies.csv,2026-09-03 13:30:17
POL001324,PART004,PRD007,2026-02-20,1969-02-20,M,Gauteng,127900.0,626.71,Active,,policies.csv,2026-09-03 13:30:17
POL001325,PART002,PRD003,2025-08-07,1982-08-07,M,KwaZulu-Natal,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001326,PART001,PRD001,2025-10-06,1986-10-06,M,Gauteng,41700.0,200.16,Active,,policies.csv,2026-09-03 13:30:17
POL001327,PART002,PRD003,2025-11-16,1999-11-16,M,Gauteng,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001328,PART003,PRD005,2025-07-06,1979-07-06,M,Gauteng,76700.0,421.85,Active,,policies.csv,2026-09-03 13:30:17
POL001329,PART004,PRD008,2025-07-21,1970-07-21,M,Gauteng,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL001330,PART002,PRD003,2026-01-10,2005-01-10,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001331,PART002,PRD003,2026-04-21,1985-04-21,F,KwaZulu-Natal,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL001332,PART002,PRD004,2026-04-14,2006-04-14,M,KwaZulu-Natal,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001333,PART005,PRD010,2026-02-08,1980-02-08,F,Gauteng,233000.0,815.5,Active,,policies.csv,2026-09-03 13:30:17
POL001334,PART005,PRD009,2025-10-08,1995-10-08,F,Western Cape,133700.0,561.54,Active,,policies.csv,2026-09-03 13:30:17
POL001335,PART004,PRD007,2025-10-30,1985-10-30,F,Western Cape,149200.0,731.08,Active,,policies.csv,2026-09-03 13:30:17
POL001336,PART001,PRD002,2026-02-20,1976-02-20,M,KwaZulu-Natal,97300.0,603.26,Active,,policies.csv,2026-09-03 13:30:17
POL001337,PART004,PRD008,2025-12-28,1982-12-28,M,Gauteng,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001338,PART002,PRD003,2025-07-28,2005-07-28,M,KwaZulu-Natal,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001339,PART001,PRD001,2025-08-08,1970-08-08,F,Gauteng,54100.0,259.68,Active,,policies.csv,2026-09-03 13:30:17
POL001340,PART005,PRD009,2025-11-17,1976-11-17,F,Limpopo,197500.0,829.5,Active,,policies.csv,2026-09-03 13:30:17
POL001341,PART001,PRD002,2025-07-03,1963-07-03,M,Limpopo,123300.0,764.46,Active,,policies.csv,2026-09-03 13:30:17
POL001342,PART001,PRD002,2025-07-18,1997-07-18,M,Western Cape,144000.0,892.8,Active,,policies.csv,2026-09-03 13:30:17
POL001343,PART004,PRD007,2026-04-26,1973-04-26,F,Mpumalanga,197600.0,968.24,Active,,policies.csv,2026-09-03 13:30:17
POL001344,PART002,PRD004,2025-09-17,1982-09-17,F,Limpopo,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL001345,PART004,PRD007,2025-12-19,1970-12-19,M,Western Cape,56500.0,276.85,Active,,policies.csv,2026-09-03 13:30:17
POL001346,PART004,PRD007,2026-02-26,1977-02-26,M,Western Cape,151900.0,744.31,Active,,policies.csv,2026-09-03 13:30:17
POL001347,PART004,PRD007,2025-08-08,1999-08-08,F,Gauteng,152200.0,745.78,Lapsed,2026-03-08,policies.csv,2026-09-03 13:30:17
POL001348,PART005,PRD010,2026-04-01,1992-04-01,F,Gauteng,208600.0,730.1,Active,,policies.csv,2026-09-03 13:30:17
POL001349,PART004,PRD008,2026-03-18,1973-03-18,F,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001350,PART001,PRD002,2026-01-12,1992-01-12,F,Gauteng,65500.0,406.1,Active,,policies.csv,2026-09-03 13:30:17
POL001351,PART003,PRD006,2025-11-08,2002-11-08,F,Gauteng,70300.0,463.98,Lapsed,2026-03-08,policies.csv,2026-09-03 13:30:17
POL001352,PART005,PRD010,2026-04-20,1981-04-20,F,Free State,180800.0,632.8,Active,,policies.csv,2026-09-03 13:30:17
POL001353,PART002,PRD004,2026-04-02,1976-04-02,F,Limpopo,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL001354,PART001,PRD001,2026-04-17,2004-04-17,M,Gauteng,60400.0,289.92,Active,,policies.csv,2026-09-03 13:30:17
POL001355,PART001,PRD001,2025-11-27,1996-11-27,M,KwaZulu-Natal,66300.0,318.24,Active,,policies.csv,2026-09-03 13:30:17
POL001356,PART004,PRD008,2025-12-05,1968-12-05,M,Mpumalanga,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001357,PART003,PRD006,2025-10-22,1991-10-22,M,KwaZulu-Natal,110700.0,730.62,Active,,policies.csv,2026-09-03 13:30:17
POL001358,PART005,PRD010,2025-07-11,1990-07-11,F,Limpopo,160200.0,560.7,Lapsed,2026-02-11,policies.csv,2026-09-03 13:30:17
POL001359,PART005,PRD009,2025-10-22,1968-10-22,M,Mpumalanga,148000.0,621.6,Active,,policies.csv,2026-09-03 13:30:17
POL001360,PART005,PRD009,2025-10-06,1969-10-06,M,KwaZulu-Natal,170700.0,716.94,Active,,policies.csv,2026-09-03 13:30:17
POL001361,PART003,PRD006,2026-03-05,2000-03-05,M,Gauteng,82400.0,543.84,Active,,policies.csv,2026-09-03 13:30:17
POL001362,PART002,PRD004,2025-07-13,2002-07-13,M,Gauteng,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL001363,PART002,PRD004,2026-01-06,1981-01-06,M,Gauteng,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL001364,PART002,PRD003,2025-08-19,1999-08-19,F,Western Cape,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL001365,PART001,PRD002,2026-04-24,1968-04-24,F,Mpumalanga,97600.0,605.12,Active,,policies.csv,2026-09-03 13:30:17
POL001366,PART005,PRD010,2026-04-23,1967-04-23,M,Gauteng,235700.0,824.95,Active,,policies.csv,2026-09-03 13:30:17
POL001367,PART004,PRD007,2025-07-05,1963-07-05,F,KwaZulu-Natal,116900.0,572.81,Active,,policies.csv,2026-09-03 13:30:17
POL001368,PART002,PRD004,2025-11-26,1973-11-26,F,Gauteng,75000.0,111.75,Lapsed,2026-06-26,policies.csv,2026-09-03 13:30:17
POL001369,PART002,PRD003,2026-04-24,1984-04-24,F,Free State,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001370,PART001,PRD002,2025-12-31,1986-12-31,M,Western Cape,123000.0,762.6,Active,,policies.csv,2026-09-03 13:30:17
POL001371,PART003,PRD005,2026-02-06,2001-02-06,M,KwaZulu-Natal,56500.0,310.75,Active,,policies.csv,2026-09-03 13:30:17
POL001372,PART002,PRD003,2025-12-20,1963-12-20,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001373,PART004,PRD007,2026-02-07,1998-02-07,F,Gauteng,54900.0,269.01,Active,,policies.csv,2026-09-03 13:30:17
POL001374,PART004,PRD008,2026-03-12,1998-03-12,M,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001375,PART001,PRD002,2025-11-16,1993-11-16,M,Gauteng,116200.0,720.44,Active,,policies.csv,2026-09-03 13:30:17
POL001376,PART003,PRD006,2025-12-22,1976-12-22,F,Gauteng,68800.0,454.08,Active,,policies.csv,2026-09-03 13:30:17
POL001377,PART004,PRD008,2025-09-20,1966-09-20,M,KwaZulu-Natal,75000.0,119.0,Lapsed,2026-01-20,policies.csv,2026-09-03 13:30:17
POL001378,PART002,PRD003,2025-08-20,1984-08-20,F,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001379,PART001,PRD001,2025-12-05,1986-12-05,M,Gauteng,47900.0,229.92,Lapsed,2026-05-05,policies.csv,2026-09-03 13:30:17
POL001380,PART002,PRD003,2025-10-16,1986-10-16,M,Eastern Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001381,PART004,PRD008,2026-04-09,1991-04-09,M,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL001382,PART005,PRD009,2025-11-07,1987-11-07,F,Limpopo,75600.0,317.52,Active,,policies.csv,2026-09-03 13:30:17
POL001383,PART002,PRD004,2025-10-08,1990-10-08,M,Limpopo,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL001384,PART003,PRD005,2025-09-28,1964-09-28,M,Gauteng,26400.0,145.2,Active,,policies.csv,2026-09-03 13:30:17
POL001385,PART004,PRD008,2025-10-06,1974-10-06,F,Gauteng,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL001386,PART005,PRD010,2026-04-18,1977-04-18,M,Gauteng,147400.0,515.9,Active,,policies.csv,2026-09-03 13:30:17
POL001387,PART003,PRD006,2026-03-06,2002-03-06,M,Mpumalanga,90800.0,599.28,Active,,policies.csv,2026-09-03 13:30:17
POL001388,PART004,PRD008,2025-07-29,1974-07-29,M,Limpopo,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL001389,PART005,PRD010,2026-01-07,1997-01-07,M,KwaZulu-Natal,221600.0,775.6,Active,,policies.csv,2026-09-03 13:30:17
POL001390,PART002,PRD003,2026-02-06,1989-02-06,M,Gauteng,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001391,PART003,PRD005,2025-07-03,1962-07-03,F,Eastern Cape,43300.0,238.15,Active,,policies.csv,2026-09-03 13:30:17
POL001392,PART003,PRD006,2025-08-04,1981-08-04,M,KwaZulu-Natal,114800.0,757.68,Active,,policies.csv,2026-09-03 13:30:17
POL001393,PART004,PRD007,2025-08-31,1964-08-31,F,Western Cape,116000.0,568.4,Lapsed,2026-02-28,policies.csv,2026-09-03 13:30:17
POL001394,PART002,PRD003,2025-12-21,1996-12-21,M,North West,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL001395,PART004,PRD007,2025-07-09,2003-07-09,M,Gauteng,119600.0,586.04,Active,,policies.csv,2026-09-03 13:30:17
POL001396,PART004,PRD007,2025-11-28,2000-11-28,M,Mpumalanga,59900.0,293.51,Active,,policies.csv,2026-09-03 13:30:17
POL001397,PART002,PRD004,2026-03-28,1969-03-28,F,KwaZulu-Natal,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL001398,PART005,PRD009,2026-02-26,1982-02-26,F,North West,204800.0,860.16,Active,,policies.csv,2026-09-03 13:30:17
POL001399,PART002,PRD003,2026-02-18,2005-02-18,M,KwaZulu-Natal,100000.0,178.0,Lapsed,2026-05-18,policies.csv,2026-09-03 13:30:17
POL001400,PART001,PRD002,2025-11-11,1981-11-11,M,Gauteng,107900.0,668.98,Active,,policies.csv,2026-09-03 13:30:17
POL001401,PART005,PRD010,2025-11-11,1988-11-11,M,Free State,174900.0,612.15,Active,,policies.csv,2026-09-03 13:30:17
POL001402,PART005,PRD010,2026-01-16,1973-01-16,F,North West,138200.0,483.7,Active,,policies.csv,2026-09-03 13:30:17
POL001403,PART002,PRD003,2025-11-09,1967-11-09,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL001404,PART005,PRD009,2026-01-27,1974-01-27,M,Gauteng,112300.0,471.66,Active,,policies.csv,2026-09-03 13:30:17
POL001405,PART002,PRD003,2026-01-04,1974-01-04,M,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL001406,PART003,PRD005,2025-12-10,1976-12-10,M,Gauteng,79700.0,438.35,Active,,policies.csv,2026-09-03 13:30:17
POL001407,PART001,PRD001,2025-09-06,1997-09-06,M,Limpopo,23100.0,110.88,Active,,policies.csv,2026-09-03 13:30:17
POL001408,PART001,PRD001,2025-12-23,1991-12-23,M,Western Cape,71600.0,343.68,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL001409,PART002,PRD003,2025-09-27,1988-09-27,M,North West,50000.0,89.0,Lapsed,2026-03-27,policies.csv,2026-09-03 13:30:17
POL001410,PART002,PRD004,2025-07-28,1978-07-28,F,North West,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL001411,PART001,PRD001,2026-01-06,1963-01-06,F,Limpopo,65900.0,316.32,Active,,policies.csv,2026-09-03 13:30:17
POL001412,PART005,PRD009,2026-01-28,1967-01-28,M,Western Cape,96000.0,403.2,Active,,policies.csv,2026-09-03 13:30:17
POL001413,PART004,PRD007,2025-11-30,2004-11-30,F,North West,156700.0,767.83,Active,,policies.csv,2026-09-03 13:30:17
POL001414,PART002,PRD003,2025-07-19,1991-07-19,F,Western Cape,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001415,PART001,PRD001,2025-11-15,2003-11-15,M,Mpumalanga,34100.0,163.68,Active,,policies.csv,2026-09-03 13:30:17
POL001416,PART001,PRD001,2025-09-15,1983-09-15,M,KwaZulu-Natal,27600.0,132.48,Active,,policies.csv,2026-09-03 13:30:17
POL001417,PART002,PRD003,2026-02-22,1995-02-22,F,Free State,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL001418,PART003,PRD006,2026-04-10,1974-04-10,M,Limpopo,92400.0,609.84,Active,,policies.csv,2026-09-03 13:30:17
POL001419,PART005,PRD009,2025-12-14,1988-12-14,M,Gauteng,233100.0,979.02,Active,,policies.csv,2026-09-03 13:30:17
POL001420,PART003,PRD006,2025-09-23,2005-09-23,F,Gauteng,172100.0,1135.86,Active,,policies.csv,2026-09-03 13:30:17
POL001421,PART001,PRD001,2026-04-14,1973-04-14,F,Mpumalanga,67800.0,325.44,Active,,policies.csv,2026-09-03 13:30:17
POL001422,PART001,PRD002,2025-11-11,1992-11-11,M,Gauteng,101500.0,629.3,Lapsed,2026-01-11,policies.csv,2026-09-03 13:30:17
POL001423,PART002,PRD004,2025-10-31,1991-10-31,M,Gauteng,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL001424,PART004,PRD007,2025-07-05,1975-07-05,F,Gauteng,137000.0,671.3,Active,,policies.csv,2026-09-03 13:30:17
POL001425,PART001,PRD001,2026-02-01,1978-02-01,M,Gauteng,71700.0,344.16,Active,,policies.csv,2026-09-03 13:30:17
